date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:06:26	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	E:/Coding/scrape%20a%20website/the%20website/classcentral2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
21:06:26	163537/163537	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Feb%202023%2019:10:36%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
21:06:26	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Feb%202023%2004:53:03%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	E:/Coding/scrape%20a%20website/the%20website/classcentral2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
21:06:26	5751/5751	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Feb%202023%2023:33:18%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	E:/Coding/scrape%20a%20website/the%20website/classcentral2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
21:06:27	96645/96645	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2017:43:16%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	E:/Coding/scrape%20a%20website/the%20website/classcentral2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
21:06:27	6083/6083	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2012:52:58%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	E:/Coding/scrape%20a%20website/the%20website/classcentral2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
21:06:27	93874/93874	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2003:05:52%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	E:/Coding/scrape%20a%20website/the%20website/classcentral2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
21:06:27	6773/6773	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202022%2013:00:41%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	E:/Coding/scrape%20a%20website/the%20website/classcentral2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
21:06:28	496000/496000	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2012:07:54%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
21:06:28	29596/29596	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2003:05:53%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	E:/Coding/scrape%20a%20website/the%20website/classcentral2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
21:06:28	401657/401657	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2014:04:38%20GMT	https://www.classcentral.com/report/free-certificates/	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
21:06:29	176974/176974	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2011:04:46%20GMT	https://www.classcentral.com/report/free-google-certifications/	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
21:06:29	858135/858135	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:29%20GMT	https://www.classcentral.com/starting-this-month	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
21:06:29	374/374	---MC-	302	error ('Found')	text/html	date:Fri,%2010%20Feb%202023%2019:06:29%20GMT	https://www.classcentral.com/new-online-courses	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/new-online-courses	(from https://www.classcentral.com/)
21:06:31	796956/796956	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:30%20GMT	https://www.classcentral.com/new-online-courses/january-2023	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/new-online-courses/january-2023.html	(from https://www.classcentral.com/)
21:06:31	498/498	---MC-	302	error ('Found')	text/html	date:Fri,%2010%20Feb%202023%2019:06:31%20GMT	https://www.classcentral.com/most-popular-courses	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/most-popular-courses	(from https://www.classcentral.com/)
21:06:31	125947/125947	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Feb%202023%2019:06:47%20GMT	https://www.classcentral.com/report/most-popular-february-2023/	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/report/most-popular-february-2023/index.html	(from https://www.classcentral.com/)
21:06:32	854939/854939	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:32%20GMT	https://www.classcentral.com/subject/ai	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/ai.html	(from https://www.classcentral.com/)
21:06:33	835971/835971	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:33%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/algorithms-and-data-structures.html	(from https://www.classcentral.com/)
21:06:34	7748/7748	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:34%20GMT	https://www.classcentral.com/subject/information-technology	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/information-technology	(from https://www.classcentral.com/)
21:06:34	779570/779570	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:34%20GMT	https://www.classcentral.com/subject/internet-of-things	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/internet-of-things.html	(from https://www.classcentral.com/)
21:06:34	7735/7735	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:34%20GMT	https://www.classcentral.com/subject/computer-networking	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/computer-networking	(from https://www.classcentral.com/)
21:06:34	7722/7722	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:35%20GMT	https://www.classcentral.com/subject/machine-learning	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/machine-learning	(from https://www.classcentral.com/)
21:06:35	7872/7872	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:35%20GMT	https://www.classcentral.com/subject/devops	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/devops.4e.delayed	(from https://www.classcentral.com/)
21:06:35	7901/7901	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:36%20GMT	https://www.classcentral.com/subject/deep-learning	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/deep-learning.4f.delayed	(from https://www.classcentral.com/)
21:06:36	7898/7898	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:36%20GMT	https://www.classcentral.com/subject/cryptography	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/cryptography.50.delayed	(from https://www.classcentral.com/)
21:06:36	7917/7917	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:37%20GMT	https://www.classcentral.com/subject/quantum-computing	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/quantum-computing.51.delayed	(from https://www.classcentral.com/)
21:06:37	7838/7838	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:37%20GMT	https://www.classcentral.com/subject/hci	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/hci.52.delayed	(from https://www.classcentral.com/)
21:06:37	7948/7948	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:38%20GMT	https://www.classcentral.com/subject/distributed-systems	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/distributed-systems.53.delayed	(from https://www.classcentral.com/)
21:06:38	7867/7867	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:38%20GMT	https://www.classcentral.com/subject/blockchain	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/blockchain.54.delayed	(from https://www.classcentral.com/)
21:06:38	7917/7917	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:39%20GMT	https://www.classcentral.com/subject/operating-systems	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/operating-systems.55.delayed	(from https://www.classcentral.com/)
21:06:39	7938/7938	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:39%20GMT	https://www.classcentral.com/subject/computer-graphics	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/computer-graphics.56.delayed	(from https://www.classcentral.com/)
21:06:41	828672/828672	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:40%20GMT	https://www.classcentral.com/subject/nutrition-and-wellness	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/nutrition-and-wellness.html	(from https://www.classcentral.com/)
21:06:41	7957/7957	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:41%20GMT	https://www.classcentral.com/subject/disease-and-disorders	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/disease-and-disorders.58.delayed	(from https://www.classcentral.com/)
21:06:41	7688/7688	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:41%20GMT	https://www.classcentral.com/subject/public-health	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/public-health	(from https://www.classcentral.com/)
21:06:41	7912/7912	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:42%20GMT	https://www.classcentral.com/subject/health-care	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/health-care.5a.delayed	(from https://www.classcentral.com/)
21:06:42	7832/7832	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:42%20GMT	https://www.classcentral.com/subject/nursing	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/nursing.5b.delayed	(from https://www.classcentral.com/)
21:06:42	7854/7854	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:43%20GMT	https://www.classcentral.com/subject/anatomy	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/anatomy.5c.delayed	(from https://www.classcentral.com/)
21:06:44	750721/750721	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:44%20GMT	https://www.classcentral.com/subject/veterinary-science	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/veterinary-science.html	(from https://www.classcentral.com/)
21:06:44	7816/7816	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:44%20GMT	https://www.classcentral.com/subject/cme	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/cme.5e.delayed	(from https://www.classcentral.com/)
21:06:44	7675/7675	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:45%20GMT	https://www.classcentral.com/subject/statistics	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/statistics	(from https://www.classcentral.com/)
21:06:45	7977/7977	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:45%20GMT	https://www.classcentral.com/subject/foundations-of-mathematics	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/foundations-of-mathematics.60.delayed	(from https://www.classcentral.com/)
21:06:45	7857/7857	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:46%20GMT	https://www.classcentral.com/subject/calculus	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/calculus.61.delayed	(from https://www.classcentral.com/)
21:06:47	7898/7898	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:47%20GMT	https://www.classcentral.com/subject/trigonometry	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/trigonometry.63.delayed	(from https://www.classcentral.com/)
21:06:48	746596/746596	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:47%20GMT	https://www.classcentral.com/subject/discrete-mathematics	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/discrete-mathematics.html	(from https://www.classcentral.com/)
21:06:48	7665/7665	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:48%20GMT	https://www.classcentral.com/subject/geometry	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/geometry	(from https://www.classcentral.com/)
21:06:48	7853/7853	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:49%20GMT	https://www.classcentral.com/subject/algebra	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/algebra.65.delayed	(from https://www.classcentral.com/)
21:06:49	7891/7891	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:49%20GMT	https://www.classcentral.com/subject/precalculus	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/precalculus.66.delayed	(from https://www.classcentral.com/)
21:06:51	723618/723618	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:50%20GMT	https://www.classcentral.com/subject/number-theory	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/number-theory.html	(from https://www.classcentral.com/)
21:06:51	7901/7901	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:51%20GMT	https://www.classcentral.com/subject/combinatorics	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/combinatorics.68.delayed	(from https://www.classcentral.com/)
21:06:51	7732/7732	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:51%20GMT	https://www.classcentral.com/subject/mathematical-logic	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/mathematical-logic	(from https://www.classcentral.com/)
21:06:51	7923/7923	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:52%20GMT	https://www.classcentral.com/subject/linear-programming	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/linear-programming.6a.delayed	(from https://www.classcentral.com/)
21:06:52	8017/8017	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:52%20GMT	https://www.classcentral.com/subject/management-and-leadership	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/management-and-leadership.6b.delayed	(from https://www.classcentral.com/)
21:06:52	7852/7852	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:53%20GMT	https://www.classcentral.com/subject/finance	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/finance.6c.delayed	(from https://www.classcentral.com/)
21:06:54	798751/798751	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:54%20GMT	https://www.classcentral.com/subject/entrepreneurship	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/entrepreneurship.html	(from https://www.classcentral.com/)
21:06:54	7864/7864	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:54%20GMT	https://www.classcentral.com/subject/marketing	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/marketing.6e.delayed	(from https://www.classcentral.com/)
21:06:54	7738/7738	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:55%20GMT	https://www.classcentral.com/subject/strategic-management	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/strategic-management	(from https://www.classcentral.com/)
21:06:55	7917/7917	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:55%20GMT	https://www.classcentral.com/subject/industry-specific	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/industry-specific.70.delayed	(from https://www.classcentral.com/)
21:06:55	7958/7958	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:56%20GMT	https://www.classcentral.com/subject/business-intelligence	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/business-intelligence.71.delayed	(from https://www.classcentral.com/)
21:06:56	7867/7867	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:56%20GMT	https://www.classcentral.com/subject/accounting	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/accounting.72.delayed	(from https://www.classcentral.com/)
21:06:58	771037/771037	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:06:57%20GMT	https://www.classcentral.com/subject/human-resources	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/human-resources.html	(from https://www.classcentral.com/)
21:06:58	7924/7924	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:58%20GMT	https://www.classcentral.com/subject/project-management	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/project-management.74.delayed	(from https://www.classcentral.com/)
21:06:58	7652/7652	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:58%20GMT	https://www.classcentral.com/subject/sales	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/sales	(from https://www.classcentral.com/)
21:06:58	7890/7890	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:59%20GMT	https://www.classcentral.com/subject/design-thinking	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/design-thinking.76.delayed	(from https://www.classcentral.com/)
21:06:59	7938/7938	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:06:59%20GMT	https://www.classcentral.com/subject/business-software	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/business-software.77.delayed	(from https://www.classcentral.com/)
21:07:01	769661/769661	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:07:01%20GMT	https://www.classcentral.com/subject/risk-management	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/risk-management.html	(from https://www.classcentral.com/)
21:07:01	7838/7838	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:01%20GMT	https://www.classcentral.com/subject/csr	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/csr.79.delayed	(from https://www.classcentral.com/)
21:07:01	7722/7722	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:02%20GMT	https://www.classcentral.com/subject/customer-service	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/customer-service	(from https://www.classcentral.com/)
21:07:02	7884/7884	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:02%20GMT	https://www.classcentral.com/subject/nonprofit	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/nonprofit.7b.delayed	(from https://www.classcentral.com/)
21:07:02	7867/7867	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:02%20GMT	https://www.classcentral.com/subject/innovation	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/innovation.7c.delayed	(from https://www.classcentral.com/)
21:07:04	757713/757713	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:07:04%20GMT	https://www.classcentral.com/subject/operations-management	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/operations-management.html	(from https://www.classcentral.com/)
21:07:04	7853/7853	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:04%20GMT	https://www.classcentral.com/subject/history	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/history.7e.delayed	(from https://www.classcentral.com/)
21:07:04	7652/7652	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:05%20GMT	https://www.classcentral.com/subject/literature	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/literature	(from https://www.classcentral.com/)
21:07:05	7917/7917	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:05%20GMT	https://www.classcentral.com/subject/language-learning	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/language-learning.80.delayed	(from https://www.classcentral.com/)
21:07:05	7932/7932	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:05%20GMT	https://www.classcentral.com/subject/grammar-writing	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/grammar-writing.81.delayed	(from https://www.classcentral.com/)
21:07:05	7888/7888	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:06%20GMT	https://www.classcentral.com/subject/philosophy	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/philosophy.82.delayed	(from https://www.classcentral.com/)
21:07:07	769628/769628	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:07:07%20GMT	https://www.classcentral.com/subject/religion	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/religion.html	(from https://www.classcentral.com/)
21:07:07	7816/7816	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:07%20GMT	https://www.classcentral.com/subject/esl	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/esl.84.delayed	(from https://www.classcentral.com/)
21:07:08	7662/7662	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:08%20GMT	https://www.classcentral.com/subject/culture	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/culture	(from https://www.classcentral.com/)
21:07:08	7829/7829	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:09%20GMT	https://www.classcentral.com/subject/sports	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/sports.86.delayed	(from https://www.classcentral.com/)
21:07:09	7867/7867	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:09%20GMT	https://www.classcentral.com/subject/journalism	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/journalism.87.delayed	(from https://www.classcentral.com/)
21:07:09	7829/7829	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:09%20GMT	https://www.classcentral.com/subject/ethics	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/ethics.88.delayed	(from https://www.classcentral.com/)
21:07:11	765232/765232	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Feb%202023%2019:07:11%20GMT	https://www.classcentral.com/subject/linguistics	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/linguistics.html	(from https://www.classcentral.com/)
21:07:11	7841/7841	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:11%20GMT	https://www.classcentral.com/subject/food	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/food.8a.delayed	(from https://www.classcentral.com/)
21:07:11	7719/7719	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:12%20GMT	https://www.classcentral.com/subject/library-science	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/library-science	(from https://www.classcentral.com/)
21:07:12	7832/7832	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2010%20Feb%202023%2019:07:12%20GMT	https://www.classcentral.com/subject/reading	E:/Coding/scrape%20a%20website/the%20website/classcentral2/www.classcentral.com/subject/reading.8c.delayed	(from https://www.classcentral.com/)
